GIF1,GIF2,Selected
scene-0764_15.gif,scene-1013_28.gif,0
scene-0544_11.gif,scene-0578_18.gif,1
scene-0446_19.gif,scene-0536_16.gif,0
scene-0892_29.gif,scene-0598_27.gif,0
scene-0662_28.gif,scene-0813_21.gif,0
scene-0435_28.gif,scene-0677_30.gif,0
scene-0862_30.gif,scene-0315_23.gif,0
scene-1105_12.gif,scene-1004_27.gif,1
scene-0672_25.gif,scene-1099_19.gif,1
scene-0893_31.gif,scene-0683_12.gif,0
scene-0708_10.gif,scene-0658_18.gif,1
scene-0518_10.gif,scene-1046_27.gif,0
scene-0505_10.gif,scene-0685_15.gif,1
scene-0996_23.gif,scene-0572_18.gif,0
scene-1110_19.gif,scene-0304_25.gif,0
scene-0419_15.gif,scene-0887_18.gif,0
scene-0761_25.gif,scene-0426_30.gif,0
scene-0996_29.gif,scene-0646_23.gif,0
scene-0570_23.gif,scene-0582_10.gif,0
scene-0644_11.gif,scene-0687_32.gif,1
scene-0815_24.gif,scene-1081_18.gif,1
scene-0453_14.gif,scene-0979_26.gif,0
scene-0357_15.gif,scene-1085_30.gif,1
scene-0947_30.gif,scene-0328_22.gif,0
scene-0419_23.gif,scene-1004_29.gif,1
scene-0377_17.gif,scene-0735_28.gif,1
scene-0455_29.gif,scene-0370_16.gif,0
scene-0733_19.gif,scene-0727_15.gif,1
scene-0306_26.gif,scene-0882_14.gif,0
scene-1046_25.gif,scene-0432_27.gif,1
scene-0582_28.gif,scene-0703_12.gif,1
scene-0670_16.gif,scene-0997_32.gif,1
scene-0578_21.gif,scene-1074_11.gif,1
scene-0403_10.gif,scene-0899_22.gif,0
scene-0811_30.gif,scene-0812_25.gif,1
scene-1078_19.gif,scene-0417_21.gif,0
scene-0400_26.gif,scene-0978_19.gif,0
scene-0526_11.gif,scene-0751_15.gif,0
scene-0960_31.gif,scene-1077_29.gif,0
scene-0642_24.gif,scene-0535_26.gif,1
scene-0789_11.gif,scene-0719_29.gif,1
scene-0676_21.gif,scene-1105_12.gif,0
scene-0515_27.gif,scene-0883_24.gif,0
scene-0318_11.gif,scene-0978_27.gif,0
scene-0715_22.gif,scene-0400_19.gif,1
scene-0709_10.gif,scene-0901_25.gif,1
scene-0416_11.gif,scene-0502_23.gif,1
scene-0328_13.gif,scene-1094_12.gif,1
scene-0869_30.gif,scene-0512_26.gif,0
scene-0445_12.gif,scene-0580_25.gif,0
scene-1018_26.gif,scene-0716_10.gif,0
scene-0419_31.gif,scene-0848_30.gif,1
scene-0392_24.gif,scene-0399_21.gif,1
scene-0420_12.gif,scene-0324_29.gif,1
scene-0427_13.gif,scene-0514_24.gif,0
scene-0374_21.gif,scene-0983_26.gif,1
scene-0852_18.gif,scene-0348_27.gif,0
scene-0678_23.gif,scene-0746_10.gif,0
scene-1014_18.gif,scene-0658_28.gif,1
scene-0393_22.gif,scene-0400_26.gif,1
scene-0674_23.gif,scene-0648_30.gif,0
scene-0435_10.gif,scene-0600_27.gif,0
scene-0511_10.gif,scene-0787_28.gif,1
scene-1086_18.gif,scene-0596_18.gif,1
scene-0873_22.gif,scene-0746_17.gif,1
scene-0764_27.gif,scene-0848_28.gif,0
scene-0398_11.gif,scene-0431_13.gif,0
scene-0395_18.gif,scene-0662_18.gif,1
scene-0806_14.gif,scene-0475_25.gif,1
scene-0526_14.gif,scene-0348_26.gif,0
scene-0375_21.gif,scene-0572_15.gif,1
scene-0820_27.gif,scene-0397_26.gif,1
scene-0855_20.gif,scene-0566_26.gif,0
scene-0999_18.gif,scene-0582_25.gif,0
scene-1100_21.gif,scene-0761_28.gif,1
scene-0386_10.gif,scene-0646_23.gif,0
scene-0366_22.gif,scene-0665_30.gif,0
scene-0956_19.gif,scene-0437_14.gif,0
scene-0645_29.gif,scene-0580_10.gif,0
scene-0588_31.gif,scene-0512_13.gif,0
scene-1012_11.gif,scene-0462_27.gif,0
scene-0876_13.gif,scene-0882_25.gif,0
scene-1094_27.gif,scene-0375_30.gif,0
scene-0711_18.gif,scene-0418_13.gif,0
scene-0415_12.gif,scene-0440_25.gif,0
scene-0861_17.gif,scene-0983_16.gif,1
scene-1097_30.gif,scene-1075_12.gif,1
scene-0868_10.gif,scene-0418_24.gif,1
scene-0658_11.gif,scene-1082_10.gif,0
scene-0377_12.gif,scene-0580_19.gif,0
scene-0570_23.gif,scene-0316_16.gif,0
scene-0719_19.gif,scene-0589_27.gif,0
scene-0533_11.gif,scene-0903_13.gif,0
scene-0701_30.gif,scene-0872_30.gif,0
scene-0890_13.gif,scene-0315_27.gif,1
scene-0958_20.gif,scene-0888_31.gif,0
scene-0999_30.gif,scene-0713_31.gif,1
scene-0436_15.gif,scene-1090_18.gif,0
scene-0366_25.gif,scene-0598_10.gif,0
scene-0448_29.gif,scene-0479_13.gif,1
scene-1099_29.gif,scene-0990_17.gif,1
scene-0443_19.gif,scene-1089_19.gif,1
scene-1075_18.gif,scene-0592_30.gif,1
scene-0413_29.gif,scene-0532_11.gif,1
scene-0367_16.gif,scene-0317_26.gif,1
scene-0375_28.gif,scene-0353_12.gif,1
scene-0568_23.gif,scene-0479_14.gif,1
scene-0378_20.gif,scene-1021_10.gif,0
scene-0718_25.gif,scene-0873_14.gif,0
scene-0700_27.gif,scene-0301_11.gif,1
scene-0465_17.gif,scene-0992_21.gif,0
scene-0654_15.gif,scene-1001_20.gif,0
scene-0349_21.gif,scene-0415_18.gif,0
scene-1080_17.gif,scene-0463_13.gif,0
scene-0978_28.gif,scene-0572_20.gif,1
scene-1098_29.gif,scene-0512_13.gif,0
scene-0399_24.gif,scene-0984_31.gif,1
scene-0533_24.gif,scene-0667_15.gif,0
scene-0901_16.gif,scene-0598_20.gif,0
scene-0889_17.gif,scene-0499_19.gif,1
scene-0593_20.gif,scene-0582_12.gif,0
scene-0377_31.gif,scene-0350_12.gif,1
scene-0741_24.gif,scene-0639_11.gif,1
scene-0384_15.gif,scene-0526_11.gif,1
scene-0849_18.gif,scene-0689_19.gif,0
scene-0790_20.gif,scene-0646_29.gif,0
scene-0681_27.gif,scene-1102_18.gif,1
scene-0433_16.gif,scene-0809_13.gif,1
scene-0600_21.gif,scene-0458_10.gif,1
scene-1075_20.gif,scene-0952_27.gif,1
scene-0455_27.gif,scene-0566_20.gif,1
scene-0379_30.gif,scene-0446_22.gif,1
scene-0760_25.gif,scene-0512_14.gif,0
scene-0361_14.gif,scene-1096_28.gif,0
scene-0315_26.gif,scene-1080_13.gif,1
scene-1106_19.gif,scene-0371_22.gif,1
scene-0383_29.gif,scene-0889_28.gif,0
scene-0517_27.gif,scene-0517_19.gif,0
scene-0542_27.gif,scene-0386_31.gif,0
scene-0457_18.gif,scene-0349_10.gif,1
scene-0792_21.gif,scene-0647_25.gif,0
scene-1102_10.gif,scene-0903_17.gif,1
scene-0650_22.gif,scene-1012_10.gif,0
scene-1053_20.gif,scene-1107_20.gif,0
scene-0735_11.gif,scene-0641_11.gif,0
scene-0412_10.gif,scene-0769_14.gif,0
scene-1083_31.gif,scene-0961_32.gif,1
scene-0391_30.gif,scene-0355_26.gif,1
scene-0587_28.gif,scene-0899_13.gif,1
scene-0478_26.gif,scene-0586_19.gif,0
scene-0712_20.gif,scene-0370_12.gif,0
scene-0589_29.gif,scene-0660_16.gif,1
scene-1001_29.gif,scene-0301_31.gif,0
scene-0700_19.gif,scene-0821_18.gif,1
scene-1090_15.gif,scene-0668_16.gif,1
scene-0737_23.gif,scene-0472_22.gif,1
scene-1044_10.gif,scene-0854_15.gif,0
scene-1002_25.gif,scene-0673_27.gif,0
scene-0348_11.gif,scene-0511_10.gif,0
scene-0804_31.gif,scene-0803_10.gif,0
scene-0696_21.gif,scene-0735_25.gif,1
scene-0583_31.gif,scene-0714_15.gif,0
scene-0765_20.gif,scene-0599_29.gif,0
scene-0378_14.gif,scene-0425_18.gif,1
scene-0578_12.gif,scene-0813_15.gif,0
scene-0385_18.gif,scene-0956_10.gif,1
scene-0351_28.gif,scene-0526_12.gif,1
scene-0658_28.gif,scene-0402_29.gif,0
scene-1088_29.gif,scene-0431_21.gif,1
scene-0406_16.gif,scene-0518_30.gif,1
scene-0371_13.gif,scene-0380_10.gif,1
scene-0790_23.gif,scene-0866_10.gif,0
scene-0698_23.gif,scene-0413_31.gif,1
scene-0432_28.gif,scene-0477_26.gif,1
scene-0898_10.gif,scene-0889_20.gif,0
scene-0710_10.gif,scene-0532_18.gif,0
scene-0683_14.gif,scene-0415_29.gif,1
scene-0768_29.gif,scene-1012_15.gif,0
scene-0480_21.gif,scene-0701_32.gif,1
scene-0450_29.gif,scene-0679_32.gif,1
scene-0707_24.gif,scene-0598_28.gif,0
scene-0513_26.gif,scene-0386_24.gif,1
scene-0542_23.gif,scene-0856_26.gif,0
scene-0750_28.gif,scene-0749_18.gif,0
scene-0676_22.gif,scene-0737_13.gif,0
scene-1002_28.gif,scene-0427_32.gif,1
scene-0458_14.gif,scene-0706_23.gif,1
scene-0366_10.gif,scene-0544_19.gif,0
scene-0405_28.gif,scene-1093_29.gif,1
scene-0749_16.gif,scene-0399_22.gif,1
scene-1002_23.gif,scene-0815_27.gif,0
scene-0537_12.gif,scene-0882_21.gif,0
scene-0647_10.gif,scene-1005_18.gif,1
scene-0872_17.gif,scene-1000_12.gif,1
scene-0413_12.gif,scene-0303_15.gif,1
scene-0362_19.gif,scene-0812_26.gif,1
scene-0392_10.gif,scene-0592_18.gif,1
scene-0352_10.gif,scene-0767_10.gif,1
scene-0385_17.gif,scene-0506_23.gif,1
scene-0585_22.gif,scene-0891_12.gif,1
scene-0545_30.gif,scene-0475_26.gif,1
scene-0517_20.gif,scene-0664_19.gif,0
scene-0687_17.gif,scene-0978_11.gif,0
scene-0902_11.gif,scene-0372_19.gif,1
scene-0674_14.gif,scene-0586_27.gif,0
scene-0980_21.gif,scene-0895_14.gif,1
scene-0763_27.gif,scene-0750_25.gif,1
scene-0426_18.gif,scene-0380_20.gif,0
scene-0538_19.gif,scene-0529_21.gif,0
scene-0731_29.gif,scene-1051_14.gif,0
scene-0438_23.gif,scene-0996_10.gif,0
scene-1102_22.gif,scene-0510_16.gif,1
scene-0362_27.gif,scene-0998_14.gif,1
scene-0507_18.gif,scene-0347_20.gif,0
scene-0740_10.gif,scene-0876_13.gif,1
scene-0716_30.gif,scene-0709_24.gif,0
scene-0803_12.gif,scene-0689_18.gif,1
scene-1057_12.gif,scene-0850_19.gif,0
scene-0304_22.gif,scene-0321_29.gif,0
scene-1004_14.gif,scene-0705_19.gif,0
scene-0426_20.gif,scene-0761_13.gif,0
scene-1015_14.gif,scene-1013_20.gif,0
scene-1023_21.gif,scene-0955_23.gif,0
scene-0511_26.gif,scene-1087_20.gif,0
scene-0592_24.gif,scene-1058_17.gif,0
scene-0803_12.gif,scene-0440_10.gif,1
scene-0525_29.gif,scene-0655_14.gif,0
scene-0530_10.gif,scene-0678_29.gif,0
scene-0878_28.gif,scene-0536_22.gif,1
scene-0584_31.gif,scene-0855_29.gif,1
scene-0738_17.gif,scene-1014_27.gif,1
scene-1045_30.gif,scene-0586_29.gif,1
scene-0430_16.gif,scene-0896_16.gif,1
scene-0741_31.gif,scene-1016_27.gif,1
scene-1080_13.gif,scene-0895_11.gif,0
scene-1101_10.gif,scene-0509_19.gif,0
scene-0947_25.gif,scene-0709_19.gif,0
scene-0384_13.gif,scene-0359_10.gif,1
scene-0369_21.gif,scene-0508_15.gif,0
scene-0860_21.gif,scene-0685_29.gif,0
scene-0454_17.gif,scene-1057_15.gif,1
scene-0455_17.gif,scene-0591_18.gif,1
scene-0767_18.gif,scene-0698_14.gif,0
scene-0438_20.gif,scene-1020_31.gif,1
scene-0875_17.gif,scene-1049_20.gif,1
scene-0418_23.gif,scene-0865_13.gif,1
scene-0677_31.gif,scene-0816_32.gif,0
scene-1107_17.gif,scene-0695_29.gif,1
scene-0959_10.gif,scene-0761_14.gif,0
scene-0400_18.gif,scene-0713_28.gif,1
scene-0445_18.gif,scene-0764_14.gif,1
scene-0992_21.gif,scene-1011_13.gif,0
scene-0571_26.gif,scene-0570_26.gif,0
scene-0761_23.gif,scene-1052_16.gif,0
scene-1055_21.gif,scene-0872_29.gif,1
scene-1082_30.gif,scene-0705_11.gif,1
scene-0379_26.gif,scene-0380_21.gif,1
scene-0395_25.gif,scene-0658_30.gif,1
scene-0854_22.gif,scene-1014_11.gif,0
scene-0541_22.gif,scene-0853_31.gif,1
scene-0945_27.gif,scene-0809_25.gif,0
scene-0711_20.gif,scene-1089_19.gif,0
scene-0577_19.gif,scene-0317_12.gif,1
scene-1023_17.gif,scene-0853_29.gif,1
scene-1094_27.gif,scene-1001_24.gif,1
scene-0410_12.gif,scene-0886_14.gif,1
scene-0414_20.gif,scene-0465_22.gif,0
scene-0679_19.gif,scene-0318_29.gif,1
scene-1016_21.gif,scene-1110_31.gif,0
scene-0478_15.gif,scene-0544_30.gif,1
scene-0658_14.gif,scene-0703_25.gif,1
scene-0728_27.gif,scene-0657_24.gif,1
scene-0354_17.gif,scene-1101_14.gif,1
scene-0352_10.gif,scene-0412_13.gif,1
scene-0424_27.gif,scene-0454_14.gif,0
scene-0813_31.gif,scene-1077_12.gif,1
scene-0952_29.gif,scene-0646_19.gif,0
scene-0580_22.gif,scene-0455_27.gif,1
scene-1090_25.gif,scene-0413_22.gif,0
scene-0454_20.gif,scene-0544_32.gif,1
scene-0365_14.gif,scene-1107_23.gif,0
scene-0352_15.gif,scene-0977_25.gif,0
scene-0305_30.gif,scene-1025_19.gif,0
scene-1108_17.gif,scene-0945_22.gif,1
scene-1003_10.gif,scene-0363_23.gif,0
scene-0703_31.gif,scene-0541_29.gif,1
scene-0525_31.gif,scene-0858_31.gif,1
scene-0945_32.gif,scene-0677_23.gif,1
scene-0541_23.gif,scene-0677_28.gif,1
scene-0355_24.gif,scene-0434_32.gif,0
scene-0546_27.gif,scene-0641_19.gif,0
scene-0544_31.gif,scene-0502_29.gif,1
scene-0812_18.gif,scene-0736_32.gif,0
scene-0451_17.gif,scene-0869_10.gif,1
scene-0367_23.gif,scene-0401_18.gif,1
scene-0891_12.gif,scene-0763_17.gif,0
scene-0454_16.gif,scene-1105_24.gif,1
scene-0704_19.gif,scene-0820_10.gif,0
scene-1012_16.gif,scene-1083_23.gif,1
scene-0531_17.gif,scene-0402_12.gif,1
scene-0739_10.gif,scene-0370_29.gif,0
scene-0461_25.gif,scene-0429_29.gif,1
scene-1105_23.gif,scene-0997_18.gif,0
scene-0866_29.gif,scene-0681_21.gif,0
scene-0573_13.gif,scene-0388_11.gif,1
scene-0957_20.gif,scene-0727_26.gif,1
scene-0654_17.gif,scene-0994_24.gif,1
scene-0903_31.gif,scene-0536_23.gif,1
scene-1053_31.gif,scene-1102_29.gif,0
scene-0440_23.gif,scene-0670_24.gif,0
scene-0903_17.gif,scene-0566_17.gif,1
scene-0872_22.gif,scene-0352_30.gif,0
scene-0761_32.gif,scene-1093_16.gif,1
scene-0654_25.gif,scene-0574_23.gif,0
scene-1075_18.gif,scene-0712_16.gif,1
scene-0363_27.gif,scene-1014_17.gif,0
scene-0738_32.gif,scene-0443_24.gif,1
scene-1058_29.gif,scene-0353_13.gif,0
scene-0585_30.gif,scene-1004_23.gif,1
scene-0712_31.gif,scene-0390_19.gif,0
scene-0386_23.gif,scene-0738_31.gif,0
scene-0354_13.gif,scene-0395_19.gif,0
scene-0712_21.gif,scene-0741_18.gif,0
scene-1009_17.gif,scene-0316_28.gif,0
scene-0891_11.gif,scene-0378_17.gif,0
scene-0952_30.gif,scene-0675_27.gif,0
scene-0385_13.gif,scene-0899_24.gif,1
scene-0869_25.gif,scene-0886_21.gif,1
scene-0696_14.gif,scene-1076_27.gif,1
scene-0960_21.gif,scene-0395_20.gif,0
scene-0883_14.gif,scene-1021_24.gif,0
scene-0362_20.gif,scene-0514_11.gif,0
scene-0366_12.gif,scene-0792_24.gif,0
scene-0662_25.gif,scene-0388_21.gif,1
scene-0362_22.gif,scene-0998_21.gif,1
scene-0899_27.gif,scene-0734_11.gif,0
scene-0861_24.gif,scene-1009_27.gif,0
scene-1093_32.gif,scene-0471_19.gif,0
scene-0529_27.gif,scene-0511_21.gif,0
scene-0957_15.gif,scene-0391_11.gif,1
scene-0696_17.gif,scene-0719_10.gif,1
scene-0902_28.gif,scene-0949_15.gif,0
scene-1084_26.gif,scene-0368_12.gif,1
scene-0591_29.gif,scene-0849_24.gif,0
scene-0321_19.gif,scene-1010_23.gif,0
scene-0655_16.gif,scene-0428_20.gif,1
scene-0712_21.gif,scene-0514_27.gif,1
scene-0893_23.gif,scene-0350_23.gif,1
scene-0586_30.gif,scene-0750_32.gif,1
scene-0700_24.gif,scene-0734_11.gif,0
scene-0885_21.gif,scene-0863_16.gif,1
scene-0706_31.gif,scene-0423_22.gif,0
scene-0791_13.gif,scene-0594_12.gif,0
scene-0957_26.gif,scene-0584_11.gif,1
scene-1001_15.gif,scene-0849_30.gif,0
scene-0427_18.gif,scene-0665_15.gif,0
scene-0707_14.gif,scene-0862_21.gif,1
scene-0815_21.gif,scene-0999_13.gif,0
scene-1012_12.gif,scene-1021_27.gif,0
scene-0895_21.gif,scene-1020_17.gif,0
scene-0515_15.gif,scene-0401_24.gif,1
scene-0509_25.gif,scene-0428_27.gif,1
scene-0518_18.gif,scene-1085_11.gif,0
scene-0301_16.gif,scene-0415_30.gif,0
scene-0712_16.gif,scene-1011_31.gif,0
scene-0418_29.gif,scene-0596_19.gif,1
scene-0847_18.gif,scene-0673_14.gif,1
scene-0803_16.gif,scene-0441_16.gif,1
scene-0996_18.gif,scene-0518_14.gif,1
scene-0658_30.gif,scene-0593_19.gif,0
scene-0599_27.gif,scene-1025_27.gif,1
scene-1023_25.gif,scene-1015_22.gif,0
scene-0663_20.gif,scene-0504_25.gif,1
scene-0651_32.gif,scene-1002_20.gif,0
scene-0585_18.gif,scene-0661_12.gif,1
scene-0360_28.gif,scene-0873_11.gif,0
scene-0382_14.gif,scene-0812_10.gif,1
scene-0359_21.gif,scene-0479_14.gif,1
scene-0328_24.gif,scene-0765_19.gif,0
scene-0406_20.gif,scene-1056_13.gif,1
scene-0851_11.gif,scene-0955_31.gif,1
scene-1080_19.gif,scene-0899_30.gif,0
scene-0750_19.gif,scene-0822_25.gif,1
scene-1050_18.gif,scene-1078_31.gif,1
scene-0955_23.gif,scene-0422_16.gif,0
scene-0752_12.gif,scene-0763_32.gif,0
scene-0746_32.gif,scene-0749_25.gif,0
scene-0713_18.gif,scene-1006_31.gif,1
scene-0441_25.gif,scene-0811_19.gif,0
scene-0980_25.gif,scene-0887_30.gif,0
scene-0456_29.gif,scene-0597_28.gif,0
scene-1051_16.gif,scene-0959_15.gif,1
scene-0640_13.gif,scene-0728_21.gif,0
scene-0398_21.gif,scene-0644_28.gif,0
scene-0878_10.gif,scene-1094_23.gif,0
scene-0945_20.gif,scene-0703_29.gif,0
scene-0399_19.gif,scene-0566_30.gif,0
scene-0410_23.gif,scene-0432_11.gif,1
scene-0596_27.gif,scene-0860_23.gif,0
scene-0305_21.gif,scene-0863_30.gif,0
scene-0443_30.gif,scene-0656_26.gif,0
scene-1000_17.gif,scene-1101_15.gif,0
scene-0741_23.gif,scene-1015_15.gif,1
scene-0979_12.gif,scene-0750_22.gif,1
scene-0697_25.gif,scene-0397_12.gif,1
scene-0384_20.gif,scene-0892_31.gif,0
scene-0647_20.gif,scene-0653_24.gif,1
scene-0945_30.gif,scene-0953_16.gif,1
scene-0457_19.gif,scene-0500_18.gif,1
scene-0958_10.gif,scene-0529_12.gif,0
scene-0474_16.gif,scene-0592_11.gif,1
scene-0878_21.gif,scene-0860_19.gif,1
scene-0897_24.gif,scene-0528_28.gif,0
scene-0321_23.gif,scene-0652_28.gif,0
scene-0822_12.gif,scene-0513_28.gif,1
scene-0663_23.gif,scene-0647_18.gif,0
scene-1077_26.gif,scene-1056_19.gif,1
scene-0715_16.gif,scene-0984_23.gif,1
scene-0678_17.gif,scene-0760_14.gif,0
scene-1056_29.gif,scene-0897_15.gif,1
scene-0472_13.gif,scene-0395_18.gif,1
scene-1078_28.gif,scene-0737_27.gif,0
scene-0354_21.gif,scene-1012_25.gif,1
scene-0849_27.gif,scene-0449_26.gif,0
scene-0760_32.gif,scene-0880_22.gif,0
scene-0359_16.gif,scene-1046_25.gif,0
scene-0586_17.gif,scene-0888_26.gif,0
scene-0868_19.gif,scene-0440_29.gif,0
scene-0815_21.gif,scene-0437_17.gif,0
scene-0446_32.gif,scene-1000_10.gif,1
scene-0891_14.gif,scene-0397_19.gif,1
scene-1011_20.gif,scene-0808_10.gif,1
scene-0511_13.gif,scene-0515_15.gif,1
scene-1105_31.gif,scene-0371_27.gif,0
scene-0716_20.gif,scene-0727_23.gif,0
scene-0358_10.gif,scene-0536_15.gif,1
scene-0812_18.gif,scene-0373_14.gif,0
scene-1095_13.gif,scene-0656_25.gif,0
scene-1056_20.gif,scene-0349_20.gif,0
scene-0866_15.gif,scene-1051_22.gif,1
scene-0480_13.gif,scene-0478_14.gif,1
scene-0587_13.gif,scene-0757_17.gif,1
scene-0399_29.gif,scene-0422_13.gif,1
scene-0429_26.gif,scene-1012_14.gif,0
scene-0810_22.gif,scene-0945_28.gif,0
scene-0432_21.gif,scene-0945_11.gif,1
scene-0744_18.gif,scene-0467_30.gif,0
scene-0442_13.gif,scene-0316_14.gif,1
scene-0306_15.gif,scene-0423_32.gif,0
scene-1081_18.gif,scene-1093_12.gif,0
scene-0361_21.gif,scene-0688_15.gif,1
scene-0689_30.gif,scene-0733_31.gif,0
scene-0891_22.gif,scene-1104_19.gif,1
scene-0461_13.gif,scene-0417_20.gif,1
scene-0444_25.gif,scene-0645_24.gif,1
scene-0804_14.gif,scene-0434_14.gif,1
scene-0425_17.gif,scene-0882_11.gif,0
scene-0666_10.gif,scene-0750_13.gif,1
scene-0475_12.gif,scene-1080_23.gif,0
scene-0463_27.gif,scene-0749_19.gif,0
scene-0737_31.gif,scene-0479_15.gif,0
scene-1014_27.gif,scene-0451_28.gif,0
scene-1089_28.gif,scene-0681_22.gif,0
scene-0878_22.gif,scene-0982_20.gif,0
scene-1046_21.gif,scene-0381_13.gif,1
scene-0975_30.gif,scene-0947_25.gif,1
scene-0657_27.gif,scene-0809_27.gif,0
scene-0455_24.gif,scene-0504_18.gif,1
scene-0594_17.gif,scene-1090_20.gif,1
scene-0446_21.gif,scene-0301_11.gif,0
scene-0813_17.gif,scene-0580_10.gif,1
scene-0353_24.gif,scene-0538_32.gif,1
scene-0514_19.gif,scene-0589_15.gif,0
scene-0588_20.gif,scene-1025_15.gif,1
scene-0324_10.gif,scene-0596_29.gif,1
scene-1019_27.gif,scene-0684_30.gif,1
scene-1100_26.gif,scene-1017_13.gif,0
scene-1015_22.gif,scene-0427_16.gif,1
scene-0421_22.gif,scene-0765_16.gif,0
scene-0790_22.gif,scene-0504_20.gif,0
scene-0458_24.gif,scene-0947_18.gif,1
scene-1044_12.gif,scene-0368_30.gif,0
scene-0851_13.gif,scene-0594_21.gif,1
scene-0741_15.gif,scene-0598_19.gif,0
scene-0899_10.gif,scene-0671_16.gif,0
scene-0872_25.gif,scene-1102_27.gif,0
scene-0414_22.gif,scene-0726_30.gif,0
scene-0670_15.gif,scene-1083_18.gif,1
scene-0432_28.gif,scene-0998_19.gif,1
scene-1096_29.gif,scene-0895_24.gif,1
scene-0545_31.gif,scene-0328_15.gif,1
scene-0321_21.gif,scene-0731_23.gif,1
scene-0453_32.gif,scene-0422_12.gif,1
scene-0417_11.gif,scene-0449_27.gif,0
scene-0598_15.gif,scene-0394_23.gif,1
scene-0749_27.gif,scene-0647_17.gif,0
scene-1108_27.gif,scene-1044_24.gif,0
scene-0368_10.gif,scene-1049_15.gif,0
scene-0689_13.gif,scene-0890_12.gif,1
scene-1104_15.gif,scene-0508_25.gif,0
scene-0457_11.gif,scene-0385_22.gif,1
scene-0462_11.gif,scene-0708_30.gif,0
scene-0947_31.gif,scene-0429_17.gif,0
scene-0454_20.gif,scene-0712_31.gif,1
scene-1108_29.gif,scene-1075_15.gif,0
scene-0897_30.gif,scene-0689_30.gif,0
scene-0390_12.gif,scene-0400_30.gif,0
scene-0368_12.gif,scene-0995_31.gif,0
scene-0376_32.gif,scene-0410_29.gif,1
scene-0665_30.gif,scene-0430_12.gif,1
scene-1054_19.gif,scene-0395_31.gif,0
scene-0391_10.gif,scene-0673_21.gif,1
scene-0360_13.gif,scene-1105_23.gif,1
scene-0457_31.gif,scene-0397_11.gif,1
scene-0730_26.gif,scene-0655_22.gif,0
scene-0453_10.gif,scene-0684_28.gif,0
scene-0674_23.gif,scene-0391_14.gif,0
scene-0417_10.gif,scene-0452_22.gif,0
scene-0806_31.gif,scene-0315_24.gif,1
scene-0471_31.gif,scene-0704_31.gif,1
scene-0323_20.gif,scene-0959_15.gif,0
scene-0442_31.gif,scene-0744_18.gif,1
scene-0989_10.gif,scene-0420_17.gif,0
scene-0654_12.gif,scene-0512_17.gif,0
scene-1079_10.gif,scene-0316_17.gif,0
scene-1093_24.gif,scene-1000_31.gif,0
scene-0979_24.gif,scene-0478_13.gif,0
scene-0374_18.gif,scene-0381_16.gif,0
scene-0980_18.gif,scene-0764_31.gif,1
scene-0855_17.gif,scene-0419_31.gif,0
scene-0543_26.gif,scene-0672_14.gif,0
scene-1002_20.gif,scene-0850_17.gif,0
scene-0737_21.gif,scene-0667_10.gif,1
scene-0510_24.gif,scene-0706_25.gif,1
scene-0982_27.gif,scene-0538_13.gif,1
scene-1075_11.gif,scene-0370_27.gif,0
scene-0429_15.gif,scene-0543_11.gif,0
scene-0385_11.gif,scene-0751_32.gif,1
scene-0596_26.gif,scene-0371_12.gif,0
scene-0364_10.gif,scene-0662_23.gif,1
scene-0868_27.gif,scene-0863_22.gif,1
scene-0990_10.gif,scene-0734_26.gif,0
scene-0653_23.gif,scene-0467_30.gif,0
scene-1053_13.gif,scene-0534_22.gif,0
scene-0596_16.gif,scene-0997_15.gif,0
scene-1017_26.gif,scene-0995_12.gif,0
scene-0352_23.gif,scene-1055_16.gif,1
scene-0536_20.gif,scene-0400_17.gif,0
scene-1088_29.gif,scene-0708_31.gif,1
scene-1055_21.gif,scene-0945_16.gif,1
scene-1025_12.gif,scene-0758_19.gif,1
scene-0507_16.gif,scene-0652_22.gif,0
scene-0372_17.gif,scene-0539_14.gif,1
scene-0847_26.gif,scene-0323_21.gif,1
scene-0894_13.gif,scene-0744_15.gif,1
scene-0539_18.gif,scene-0644_14.gif,0
scene-0738_14.gif,scene-0860_32.gif,0
scene-0395_18.gif,scene-0995_19.gif,0
scene-0669_23.gif,scene-0809_25.gif,1
scene-1105_19.gif,scene-1107_26.gif,1
scene-0597_25.gif,scene-0421_30.gif,1
scene-0535_11.gif,scene-1055_32.gif,1
scene-0897_25.gif,scene-0375_23.gif,0
scene-0367_24.gif,scene-0643_20.gif,0
scene-0726_16.gif,scene-0350_16.gif,1
scene-0367_11.gif,scene-1105_31.gif,1
scene-1086_10.gif,scene-0453_12.gif,0
scene-1011_27.gif,scene-0639_13.gif,1
scene-0315_12.gif,scene-0572_14.gif,0
scene-0893_22.gif,scene-0670_14.gif,0
scene-0544_24.gif,scene-0861_22.gif,0
scene-0455_24.gif,scene-0389_23.gif,0
scene-0429_19.gif,scene-0379_30.gif,0
scene-0348_17.gif,scene-0976_10.gif,1
scene-0876_22.gif,scene-0945_10.gif,1
scene-0423_24.gif,scene-0499_15.gif,1
scene-0513_17.gif,scene-1024_29.gif,0
scene-0591_14.gif,scene-0644_22.gif,0
scene-0681_12.gif,scene-0391_20.gif,1
scene-0582_18.gif,scene-0994_23.gif,1
scene-0315_21.gif,scene-0434_27.gif,1
scene-0587_32.gif,scene-0822_14.gif,1
